source_file,english_like_text_not_matched_by_fa_i18n
index.html,Prof. Arash Mani
index.html,"- Full Professor of Cognitive Neuroscience, Cognitive Neuroscientist"
index.html,Prof. Tahereh Talaei
index.html,"- Full Professor of Anatomy, Director of Stem Cell Research Center"
index.html,Dr. Ghazal Rashdi
index.html,"- PhD in Physiotherapy, Scientific Director of New Horizons in Rehabilitation Congress"
index.html,Iran University of Medical Sciences
index.html,Prof. Seyed Vahid Shariat
index.html,"- Dean of Faculty of Behavioral Sciences and Mental Health, Director of Roozbeh Psychiatric Hospital"
index.html,Dr. Mohammad Ghadiri
index.html,"- Associate Professor of Psychiatry, Director of Roozbeh Psychiatric Hospital"
index.html,Dr. Navid Mirzakhani
index.html,- Assistant Professor of Occupational Therapy
index.html,Dr. Reyhaneh Mohammadi
index.html,- Assistant Professor of Speech Therapy
index.html,International Faculty
index.html,Dr. Mahsa Mayeli
index.html,"- Postdoctoral Researcher in Neuroscience, Maryland, USA; Founder of NeuroTRACT"
index.html,Dr. Parnian Rafei
index.html,"- PhD Student at Trinity College, Dublin, Ireland; Executive Secretary of International Society of Addiction Medicine"
index.html,Dr. Amirhossein Jalali
index.html,"- Associate Professor of Psychiatry, Board Member of World Psychiatric Association"
index.html,Additional Specialized Faculty
index.html,Dr. Ahmadreza Khatoonabadi
index.html,"- Dean of Rehabilitation Faculty, TUMS; Associate Professor of Speech Therapy"
index.html,Dr. Ehsan Negin
index.html,"- Head of Auditory Processing Department, Brain & Cognition Clinic"
index.html,Dr. Hojjatollah Haghgoo
index.html,"- Associate Professor of Neuroscience, Outstanding Researcher in Sensory Processing"
index.html,Dr. Alireza Valizadeh
index.html,"- Assistant Professor of Physics, Institute for Advanced Studies in Basic Sciences"
index.html,Successfully completed all three phases of the program:
index.html,Phase 1: Basic Neuroscience (13 sessions)
index.html,Phase 2: Clinical Neuroscience (11 sessions)
index.html,Phase 3: Cognitive Neuroscience (10 sessions)
index.html,Internationally recognized English certificate awarded upon completion of all phases
index.html,About NeuroTRACT Association
index.html,Completion Details
index.html,One full year (2023-2024)
index.html,13 sessions
index.html,11 sessions
index.html,10 sessions
index.html,All phases completed
index.html,Curriculum Base:
index.html,Duke University
index.html,Instruction Language:
index.html,Certificate Language:
index.html,30+ distinguished professors
index.html,Knowledge Domains
index.html,Basic:
index.html,"Neuroanatomy, physiology, signaling"
index.html,Clinical:
index.html,Neurological & psychiatric disorders
index.html,Cognitive:
index.html,Higher brain functions
index.html,Personal Achievement & Impact
index.html,Completion of this comprehensive one-year program demonstrates:
index.html,Sustained Commitment:
index.html,Dedicated one full academic year (2023-2024) to systematic neuroscience education
index.html,Systematic Learning:
index.html,"Structured progression through basic, clinical, and cognitive neuroscience domains"
index.html,International Standards:
index.html,Curriculum aligned with Duke University neuroscience education
index.html,Breadth of Knowledge:
index.html,34 sessions covering fundamental to advanced topics in neuroscience
index.html,Distinguished faculty:
index.html,Learning from experienced neuroscience educators and invited international experts
index.html,Strong theoretical foundation for graduate-level neuroscience research
index.html,Clinical Understanding:
index.html,Comprehensive knowledge of neurological and psychiatric disorders
index.html,Cognitive Expertise:
index.html,Advanced understanding of higher-order brain functions and cognitive processes
index.html,Relevance to Research Profile
index.html,"Comprehensive hands-on laboratory training across multiple specialized domains, providing practical experience in molecular neuroscience, psychometric assessment, and neuroimaging techniques."
index.html,4-Day Intensive Program (12 hours hands-on)
index.html,"DNA Extraction, RT-PCR, Real-Time PCR, Gene Expression Analysis"
index.html,4 assessment-focused courses (9 credits)
index.html,"WAIS-IV, WISC-IV, NEO-PI-R, MMPI, Psychometric Analysis"
index.html,"Neuroimaging, Signal Processing, Brain Stimulation"
index.html,"fMRI, EEG, MEG, TMS, tDCS, VR systems"
index.html,Molecular Techniques
index.html,"DNA extraction, PCR, RT-PCR, qPCR, gene expression analysis, spectrophotometry"
index.html,Psychometric Skills
index.html,"Intelligence testing, personality assessment, test construction, reliability/validity analysis"
index.html,Neuroimaging Exposure
index.html,"fMRI, EEG, MEG, TMS, tDCS, signal processing, brain stimulation techniques"
index.html,"Hands-on experience with DNA extraction, PCR, and gene expression analysis applicable to neuroscience research"
index.html,"Strong foundation in test construction, validation, and advanced statistical methods (CTT, IRT, factor analysis)"
index.html,Proficiency in administering and interpreting standardized psychological assessments
index.html,Experience working in structured laboratory environments with proper protocols and quality control
index.html,Ability to bridge behavioral measurement with biological and molecular approaches
index.html,"Training in ethical practice, documentation, and rigorous research standards"
index.html,"Psychometrics & Assessment Training | Tehran, Iran"
index.html,Hands-on training in psychological assessment through multiple coursework modules during undergraduate studies
index.html,Core Assessment Courses
index.html,Psychometrics (Fall 2020)
index.html,2 (1 Theoretical + 1 Practical) •
index.html,Test construction and validation principles
index.html,Classical Test Theory (CTT) and Item Response Theory (IRT)
index.html,"Reliability assessment (internal consistency, test-retest, inter-rater)"
index.html,"Validity evaluation (content, construct, criterion validity)"
index.html,Factor analysis (EFA and CFA) for scale development
index.html,Hands-on psychometric analysis using statistical software
index.html,Psychological Tests 1 (Fall 2021)
index.html,Focus: Intelligence Assessment
index.html,"Administration, scoring, interpretation of adult intelligence"
index.html,Child intelligence assessment protocols
index.html,Cognitive profile analysis and report writing
index.html,Clinical interpretation of subtest patterns
index.html,Ethical considerations in intelligence testing
index.html,Psychological Tests 2 (Spring 2023)
index.html,Focus: Personality & Clinical Assessment
index.html,Five-Factor Model personality assessment
index.html,Clinical personality inventory administration
index.html,Projective Tests:
index.html,"TAT, Rorschach introduction"
index.html,Clinical Screening:
index.html,"BDI-II, BAI, and other symptom measures"
index.html,Integrating assessment results into comprehensive reports
index.html,Experimental Psychology (Spring 2021)
index.html,3 (2 Theoretical + 1 Practical) •
index.html,Laboratory equipment operation and experimental protocols
index.html,Behavioral measurement techniques and apparatus
index.html,Data collection in controlled laboratory settings
index.html,Experimental design implementation and execution
index.html,Cumulative Training Statistics
index.html,4 assessment-focused courses
index.html,9 units
index.html,Time Period:
index.html,Skills Developed
index.html,Intelligence Testing:
index.html,"WAIS-IV, WISC-IV"
index.html,Personality Assessment:
index.html,"NEO-PI-R, MMPI"
index.html,Psychometrics:
index.html,"CTT, IRT, Factor Analysis"
index.html,Clinical Measures:
index.html,"BDI-II, BAI, screening tools"
index.html,Training Context & Learning Environment
index.html,"These courses provided structured, hands-on training in psychological assessment within university coursework. Each course combined theoretical foundations with practical laboratory sessions where students learned to:"
index.html,Administer standardized tests:
index.html,Proper protocols for test administration following standardized procedures
index.html,Score assessments accurately:
index.html,Manual scoring and interpretation of results
index.html,Conduct clinical interviews:
index.html,Structured and semi-structured interview techniques
index.html,Observe behavior systematically:
index.html,Clinical observation and behavioral recording
index.html,Write professional reports:
index.html,Integrating assessment results into comprehensive psychological reports
index.html,Apply ethical standards:
index.html,"Informed consent, confidentiality, and professional practice guidelines"
index.html,Clinical Skills
index.html,Test Administration
index.html,Clinical Interviewing
index.html,Scoring Accuracy
index.html,Report Writing
index.html,Ethical Practice
index.html,NBML Summer School Laboratory Tours | Summer 2023
index.html,Guided Tours of NBML Research Facilities
index.html,In-person laboratory tours at Iran's premier neuroscience research center
index.html,Three Specialized Lab Tours (4 hours total):
index.html,Neuroimaging & Image Processing Lab
index.html,fMRI and structural MRI equipment demonstration
index.html,Signal Processing & Electrophysiology Lab
index.html,"EEG, MEG, and electrophysiological recording systems"
index.html,Clinical and research applications
index.html,Brain Stimulation & Cognitive Rehabilitation Lab
index.html,TMS and tDCS equipment for brain stimulation
index.html,Virtual reality therapeutic applications
index.html,Eye-tracking technology demonstration
index.html,"For complete details of the Summer School program, see the"
index.html,Summer School detail page
index.html,This comprehensive assessment and laboratory training provides:
index.html,"Neuroendocrine physiology covering neuronal signaling, synaptic transmission, autonomic pathways, and hormonal regulation relevant to behavior."
index.html,"Neural and endocrine bases of behavior: core neuroanatomy, neurotransmitter systems, and methods for linking brain function to cognition and emotion."
index.html,"Transduction and coding in sensory systems, perceptual organization, and psychophysics, with emphasis on attention and perceptual decision-making."
index.html,"Historical development of psychology and major schools (from behaviorism to cognitive science), with critical evaluation of assumptions, methods, and evidence."
index.html,"Mechanisms of learning (classical/operant conditioning, reinforcement schedules, observational learning) and their implications for skill acquisition and behavior change."
index.html,"Motivational theories and affective processes, including emotion regulation and the interaction of physiology, cognition, and behavior in everyday contexts."
index.html,"Information-processing models of attention, memory, language, reasoning, and decision-making, grounded in classic paradigms and contemporary theory."
index.html,"Designing behavioral experiments, operationalizing variables, collecting data, and interpreting results with attention to validity, bias control, and reproducibility."
index.html,"Neural substrates of cognition with an introduction to EEG/fMRI paradigms, lesion evidence, and interpretation of cognitive-neuroscience models."
index.html,"Neurocognitive profiles of learning disorders (e.g., dyslexia, dyscalculia, ADHD), including screening/assessment basics and evidence-informed educational interventions."
index.html,20/20 (5 courses)
index.html,Range:
index.html,20/20 (4 courses)
index.html,"Foundations of counseling practice: building helping relationships, core micro-skills (active listening, goal setting), ethics, and referral pathways."
index.html,"Survey of core psychological domains and foundational concepts, with a focus on theory comparison and how evidence supports (or fails) claims."
index.html,"Continuation of core topics with applied perspectives, contemporary debates, and critical reading of psychological arguments and evidence."
index.html,"Comparative perspectives on self, motivation, and wellbeing in Islamic scholarship, with links to modern psychological concepts and practice contexts."
index.html,"Philosophical foundations of psychology: consciousness, mind-body debates, free will, and scientific explanation and their implications for theory."
index.html,"Educational psychology: learning and instruction models, motivation and self-regulation, classroom assessment, and evidence-based intervention design."
index.html,"Adult psychopathology overview using DSM-oriented classification: symptom clusters, differential diagnosis, and etiological models."
index.html,"Developmental psychopathology: neurodevelopmental and disruptive disorders (e.g., ADHD, ASD), assessment considerations, and early intervention principles."
index.html,"Key themes in Islamic philosophy (epistemology, metaphysics, ethics) to support culturally informed reasoning in psychological contexts."
index.html,"Psychological themes in Quran and Hadith (coping, self-control, interpersonal ethics), interpreted with sensitivity to clinical and educational settings."
index.html,"Complex clinical presentations including personality disorders, eating disorders, and substance use, with attention to comorbidity and formulation."
index.html,"Major psychotherapy approaches (CBT, psychodynamic, humanistic, systemic/family), mechanisms of change, and high-level evidence considerations."
index.html,"Career and educational guidance: career development theories, basic vocational assessment, and planning guidance programs across school stages."
index.html,"Advanced applications of Islamic psychological resources in counseling, balancing cultural relevance with professional ethics and client autonomy."
index.html,"Public mental health and wellbeing: resilience, prevention, psychoeducation, and evaluation of mental-health promotion programs."
index.html,"Interface of psychology and psychiatry: diagnostic interviewing concepts, psychopharmacology overview, and multidisciplinary care models."
index.html,"Biopsychosocial models of health: stress and coping, behavior change, chronic illness adaptation, and mind-body pathways."
index.html,"Clinical psychology fundamentals: interviewing, assessment-to-formulation workflow, treatment planning, risk awareness, and professional ethics."
index.html,"Behavioral assessment and intervention: applied behavior analysis principles, reinforcement schedules, exposure basics, and habit formation strategies."
index.html,"Applied counseling practice: structuring sessions, goal tracking, feedback, and core techniques (e.g., CBT-informed and solution-focused skills)."
index.html,"Psychopathology, Counseling, Clinical Practice"
index.html,"Core sociology concepts (institutions, stratification, social change) as contextual foundations for behavior, education, and mental health."
index.html,"Social cognition and influence: group processes, attitude change, and sociocultural determinants of behavior with applied examples."
index.html,"Lifespan development from prenatal to childhood: cognitive, emotional, and social milestones anchored in major developmental theories."
index.html,"Development across adolescence to aging, including identity formation, lifespan transitions, and developmental tasks linked to wellbeing."
index.html,"Applying social-psychology principles to organizations, health, and law, including interventions and basic program evaluation logic."
index.html,"Personality frameworks (trait and process models), assessment approaches, and links between personality, emotion, and behavior in daily life."
index.html,"Psychology of religion and spirituality: religious experience, meaning-making, coping, and wellbeing, with attention to measurement issues."
index.html,"Social pathology: patterns of deviance and social problems (crime, addiction), risk factors, and intervention and prevention strategies."
index.html,"Family systems perspectives on relationships and parenting, communication patterns, and counseling considerations across the family life cycle."
index.html,"Demography and family studies: population trends, policy context, and psychosocial implications for community wellbeing."
index.html,Focus Areas:
index.html,"Lifespan Development, Family Systems, Social Psychology"
index.html,Specialized Topics in Psychology
index.html,"Work and organizational psychology: selection and training, motivation and leadership, organizational culture, and human performance at work."
index.html,"Overview of intellectual and developmental disabilities, including screening/assessment principles and inclusive education strategies."
index.html,"Neurodevelopmental and learning disorders (e.g., ASD, LD) with focus on behavioral interventions and family-centered support."
index.html,"Addiction models (neurobiological and psychosocial), risk factors, relapse prevention, and overview of evidence-based treatment approaches."
index.html,1 Practical •
index.html,"Physical activity and fitness fundamentals, emphasizing safe practice and habit-building for long-term health and wellbeing."
index.html,2 Practical •
index.html,"Practical rehabilitation and special-education techniques, including individualized intervention planning and progress monitoring."
index.html,1 (0.5 Theo + 0.5 Prac) •
index.html,"Basics of exercise science and health promotion, including safe training principles and lifestyle physical activity."
index.html,"Special Needs, Addiction, Rehabilitation"
index.html,"Foundations of knowledge and reasoning: justification, skepticism, and argument evaluation that support scientific thinking."
index.html,3 Theoretical •
index.html,"Academic Persian writing and communication: composition, editing, and formal presentation, grounded in literature and language structure."
index.html,"Ethical reasoning and virtue-based frameworks, with applications to personal and professional conduct."
index.html,"Historical and socio-political overview of the Islamic Revolution, focusing on key events, narratives, and societal impacts."
index.html,"Academic English foundations: grammar, reading comprehension, writing, and communication skills for university-level coursework."
index.html,"Analytical overview of early Islamic history, emphasizing sources, methods, and critical interpretation of major developments."
index.html,"Reading psychology textbooks in English: technical vocabulary building, comprehension strategies, and concise summarization."
index.html,"Critical reading of psychology research articles and advanced texts, with focus on academic style, abstracts, and argument structure."
index.html,"Theme-based interpretation methods, textual analysis, and synthesis of Quranic concepts across chapters."
index.html,Core theological concepts (origin and resurrection) with emphasis on structured reasoning and philosophical discourse.
index.html,"Historical overview of the Iran-Iraq war and its societal context, framed through basic concepts in defense and security studies."
index.html,1 Theoretical •
index.html,"Key political-religious texts and their historical context, approached through high-level discourse and context analysis."
index.html,"Prophecy and leadership (Imamate) concepts, with comparative theological perspectives and conceptual clarity."
index.html,Quran literacy: recitation fundamentals and introductory interpretation concepts for academic coursework.
index.html,Summer Semester 2023-2024
index.html,"Survey of Islamic and Iranian cultural civilization, including major intellectual contributions and historical periods."
index.html,Languages:
index.html,"Persian, English, Technical English"
pfc/index.html,📄 Preprint (PDF)
pfc/index.html,📝 Preprint (DOCX)
pfc/index.html,🔬 OSF Project
theori/index.html,Theori: Digital Mirror Exposure Dashboard
kavian-hr/index.html,📤 خروجی JSON
kavian-hr/index.html,📥 ورودی JSON
kavian-hr/index.html,📦 دانلود HTML
kavian-hr/index.html,داده‌ها در مرورگر (localStorage) ذخیره می‌شن. برای پشتیبان‌گیری دائمی از «خروجی JSON» استفاده کنید و فایل را نگهداری کنید. در دستگاه جدید با «ورودی JSON» بازیابی کنید.
kavian-hr/index.html,📊 فایل Excel:
kavian-hr/index.html,📤 خروجی Excel
kavian-hr/index.html,📥 ورودی Excel
kavian-hr/index.html,یادداشت‌ها در localStorage ذخیره می‌شوند و در گزارش ماه نمایش داده می‌شوند.
